saleDate_sk,CalendarDay,CalendarWeek,CalendarQuarter,CalendarMonth,CalendarYear,FiscalDay,FiscalWeek,FiscalQuarter,FiscalMonth,FiscalYear,Date,source
11313,10,24,2,6,2008,10,36,1,3,2009,6/10/08,PEC
11329,27,9,1,2,2009,27,49,4,11,2009,2/27/09,PEC
11330,30,22,2,5,2009,30,34,1,2,2010,5/30/09,PEC
11331,10,3,1,1,2005,10,43,4,10,2005,1/10/05,PEC
11333,12,3,1,1,2005,12,43,4,10,2005,1/12/05,PEC
11335,13,3,1,1,2005,13,43,4,10,2005,1/13/05,PEC
11339,16,4,1,1,2005,16,44,4,10,2005,1/16/05,PEC
11344,14,20,2,5,2010,14,32,1,2,2011,5/14/10,PEC
11348,11,20,2,5,2010,11,32,1,2,2011,5/11/10,PEC
11356,18,21,2,5,2010,18,33,1,2,2011,5/18/10,PEC
11360,16,3,1,1,2007,16,43,4,10,2007,1/16/07,PEC
11363,28,49,4,11,2005,28,61,3,8,2006,11/28/05,PEC
11366,5,1,1,1,2006,5,41,4,10,2006,1/5/06,PEC
11369,25,48,4,11,2005,25,60,3,8,2006,11/25/05,PEC
11373,20,48,4,11,2005,20,60,3,8,2006,11/20/05,PEC
11375,22,48,4,11,2005,22,60,3,8,2006,11/22/05,PEC
11377,23,48,4,11,2005,23,60,3,8,2006,11/23/05,PEC
11472,1,40,4,10,2006,1,52,3,7,2007,10/1/06,PEC
11483,1,27,3,7,2007,1,39,2,4,2008,7/1/07,PEC
11485,3,27,3,7,2007,3,39,2,4,2008,7/3/07,PEC
11486,4,27,3,7,2007,4,39,2,4,2008,7/4/07,PEC
11488,4,19,2,5,2005,4,31,1,2,2006,5/4/05,PEC
11490,5,19,2,5,2005,5,31,1,2,2006,5/5/05,PEC
11493,9,19,2,5,2008,9,31,1,2,2009,5/9/08,PEC
11495,8,19,2,5,2008,8,31,1,2,2009,5/8/08,PEC
11499,7,19,2,5,2008,7,31,1,2,2009,5/7/08,PEC
11516,13,16,2,4,2009,13,28,1,1,2010,4/13/09,PEC
11528,29,40,3,9,2005,29,52,2,6,2006,9/29/05,PEC
11537,26,18,2,4,2009,26,30,1,1,2010,4/26/09,PEC
11548,14,3,1,1,2005,14,43,4,10,2005,1/14/05,PEC
11549,17,4,1,1,2005,17,44,4,10,2005,1/17/05,PEC
11570,11,37,3,9,2009,11,49,2,6,2010,9/11/09,PEC
11576,20,39,3,9,2005,20,51,2,6,2006,9/20/05,PEC
11578,14,20,2,5,2005,14,32,1,2,2006,5/14/05,PEC
11580,16,21,2,5,2005,16,33,1,2,2006,5/16/05,PEC
11586,17,21,2,5,2005,17,33,1,2,2006,5/17/05,PEC
11587,10,20,2,5,2005,10,32,1,2,2006,5/10/05,PEC
11588,11,20,2,5,2005,11,32,1,2,2006,5/11/05,PEC
11595,2,14,2,4,2010,2,26,1,1,2011,4/2/10,PEC
11619,13,42,4,10,2005,13,54,3,7,2006,10/13/05,PEC
11625,7,33,3,8,2005,7,45,2,5,2006,8/7/05,PEC
11630,4,32,3,8,2005,4,44,2,5,2006,8/4/05,PEC
11638,16,7,1,2,2007,16,47,4,11,2007,2/16/07,PEC
11642,14,7,1,2,2007,14,47,4,11,2007,2/14/07,PEC
11643,24,39,3,9,2006,24,51,2,6,2007,9/24/06,PEC
11647,13,7,1,2,2007,13,47,4,11,2007,2/13/07,PEC
11650,31,44,4,10,2008,31,56,3,7,2009,10/31/08,PEC
11659,5,6,1,2,2009,5,46,4,11,2009,2/5/09,PEC
11668,8,6,1,2,2006,8,46,4,11,2006,2/8/06,PEC
11669,31,13,1,3,2007,31,25,4,12,2007,3/31/07,PEC
11671,30,5,1,1,2007,30,45,4,10,2007,1/30/07,PEC
11771,28,17,2,4,2006,28,29,1,1,2007,4/28/06,PEC
11795,8,19,2,5,2009,8,31,1,2,2010,5/8/09,PEC
11797,27,31,3,7,2008,27,43,2,4,2009,7/27/08,PEC
11810,25,13,1,3,2005,25,25,4,12,2005,3/25/05,PEC
11814,28,14,1,3,2005,28,26,4,12,2005,3/28/05,PEC
11825,9,33,3,8,2010,9,45,2,5,2011,8/9/10,PEC
11830,20,25,2,6,2007,20,37,1,3,2008,6/20/07,PEC
11831,11,7,1,2,2007,11,47,4,11,2007,2/11/07,PEC
11838,3,45,4,11,2005,3,57,3,8,2006,11/3/05,PEC
11840,4,45,4,11,2007,4,57,3,8,2008,11/4/07,PEC
11843,5,45,4,11,2005,5,57,3,8,2006,11/5/05,PEC
11846,29,14,1,3,2005,29,26,4,12,2005,3/29/05,PEC
11905,31,5,1,1,2009,31,45,4,10,2009,1/31/09,PEC
11908,4,32,3,8,2010,4,44,2,5,2011,8/4/10,PEC
11912,7,7,1,2,2005,7,47,4,11,2005,2/7/05,PEC
11926,30,22,2,5,2007,30,34,1,2,2008,5/30/07,PEC
11944,30,31,3,7,2008,30,43,2,4,2009,7/30/08,PEC
11972,6,10,1,3,2008,6,50,4,12,2008,3/6/08,PEC
11974,29,35,3,8,2006,29,47,2,5,2007,8/29/06,PEC
11989,10,29,3,7,2005,10,41,2,4,2006,7/10/05,PEC
12097,15,42,4,10,2005,15,54,3,7,2006,10/15/05,PEC
12101,28,48,4,11,2008,28,60,3,8,2009,11/28/08,PEC
12109,23,17,2,4,2008,23,29,1,1,2009,4/23/08,PEC
12115,10,32,3,8,2006,10,44,2,5,2007,8/10/06,PEC
14653,7,49,4,12,2007,7,61,3,9,2008,12/7/07,PEC
14705,7,19,2,5,2005,7,31,1,2,2006,5/7/05,PEC
14720,1,19,2,5,2005,1,31,1,2,2006,5/1/05,PEC
14721,2,19,2,5,2005,2,31,1,2,2006,5/2/05,PEC
14723,7,15,2,4,2008,7,27,1,1,2009,4/7/08,PEC
14736,19,33,3,8,2006,19,45,2,5,2007,8/19/06,PEC
14737,18,33,3,8,2006,18,45,2,5,2007,8/18/06,PEC
14742,13,33,3,8,2006,13,45,2,5,2007,8/13/06,PEC
14745,17,33,3,8,2006,17,45,2,5,2007,8/17/06,PEC
14747,7,10,1,3,2007,7,50,4,12,2007,3/7/07,PEC
14750,1,9,1,3,2007,1,49,4,12,2007,3/1/07,PEC
14755,9,10,1,3,2007,9,50,4,12,2007,3/9/07,PEC
14779,3,10,1,3,2008,3,50,4,12,2008,3/3/08,PEC
14808,23,30,3,7,2010,23,42,2,4,2011,7/23/10,PEC
14839,25,17,2,4,2008,25,29,1,1,2009,4/25/08,PEC
14846,6,2,1,1,2009,6,42,4,10,2009,1/6/09,PEC
14848,6,6,1,2,2010,6,46,4,11,2010,2/6/10,PEC
14907,6,10,1,3,2007,6,50,4,12,2007,3/6/07,PEC
14914,11,28,3,7,2006,11,40,2,4,2007,7/11/06,PEC
14929,21,16,2,4,2007,21,28,1,1,2008,4/21/07,PEC
14935,24,13,1,3,2010,24,25,4,12,2010,3/24/10,PEC
14936,27,13,1,3,2010,27,25,4,12,2010,3/27/10,PEC
14946,29,14,1,3,2010,29,26,4,12,2010,3/29/10,PEC
14947,28,14,1,3,2010,28,26,4,12,2010,3/28/10,PEC
14964,6,32,3,8,2005,6,44,2,5,2006,8/6/05,PEC
14971,30,49,4,11,2008,30,61,3,8,2009,11/30/08,PEC
14979,10,15,2,4,2008,10,27,1,1,2009,4/10/08,PEC
14981,20,4,1,1,2010,20,44,4,10,2010,1/20/10,PEC
14983,21,4,1,1,2010,21,44,4,10,2010,1/21/10,PEC
14985,22,4,1,1,2010,22,44,4,10,2010,1/22/10,PEC
14988,26,5,1,1,2010,26,45,4,10,2010,1/26/10,PEC
14989,28,5,1,1,2010,28,45,4,10,2010,1/28/10,PEC
15004,3,36,3,9,2009,3,48,2,6,2010,9/3/09,PEC
15013,9,37,3,9,2009,9,49,2,6,2010,9/9/09,PEC
15027,9,50,4,12,2007,9,62,3,9,2008,12/9/07,PEC
15028,8,49,4,12,2007,8,61,3,9,2008,12/8/07,PEC
15029,9,7,1,2,2009,9,47,4,11,2009,2/9/09,PEC
15047,28,5,1,1,2008,28,45,4,10,2008,1/28/08,PEC
15051,23,4,1,1,2008,23,44,4,10,2008,1/23/08,PEC
15055,25,4,1,1,2008,25,44,4,10,2008,1/25/08,PEC
15078,6,32,3,8,2008,6,44,2,5,2009,8/6/08,PEC
15080,5,32,3,8,2008,5,44,2,5,2009,8/5/08,PEC
15084,2,31,3,8,2008,2,43,2,5,2009,8/2/08,PEC
15086,15,3,1,1,2007,15,43,4,10,2007,1/15/07,PEC
15092,31,5,1,1,2006,31,45,4,10,2006,1/31/06,PEC
15141,16,12,1,3,2008,16,24,4,12,2008,3/16/08,PEC
15143,11,11,1,3,2008,11,51,4,12,2008,3/11/08,PEC
15145,10,11,1,3,2008,10,51,4,12,2008,3/10/08,PEC
15165,4,9,1,3,2006,4,49,4,12,2006,3/4/06,PEC
15169,30,36,3,8,2010,30,48,2,5,2011,8/30/10,PEC
15172,29,1,4,12,2009,29,41,3,9,2010,12/29/09,PEC
15174,25,9,1,2,2008,25,49,4,11,2008,2/25/08,PEC
15183,28,9,1,2,2008,28,49,4,11,2008,2/28/08,PEC
15193,20,29,3,7,2006,20,41,2,4,2007,7/20/06,PEC
15195,18,12,1,3,2007,18,24,4,12,2007,3/18/07,PEC
15197,29,53,4,12,2005,29,65,3,9,2006,12/29/05,PEC
15213,28,30,3,7,2006,28,42,2,4,2007,7/28/06,PEC
15215,29,30,3,7,2006,29,42,2,4,2007,7/29/06,PEC
15217,21,52,4,12,2005,21,64,3,9,2006,12/21/05,PEC
15227,19,47,4,11,2008,19,59,3,8,2009,11/19/08,PEC
15239,23,52,4,12,2009,23,64,3,9,2010,12/23/09,PEC
15248,24,52,4,12,2009,24,64,3,9,2010,12/24/09,PEC
15250,13,29,3,7,2008,13,41,2,4,2009,7/13/08,PEC
15260,16,29,3,7,2008,16,41,2,4,2009,7/16/08,PEC
15267,18,29,3,7,2008,18,41,2,4,2009,7/18/08,PEC
15295,1,18,2,5,2007,1,30,1,2,2008,5/1/07,PEC
15301,21,29,3,7,2007,21,41,2,4,2008,7/21/07,PEC
16569,18,38,3,9,2010,18,50,2,6,2011,9/18/10,PEC
16573,19,39,3,9,2010,19,51,2,6,2011,9/19/10,PEC
16574,9,23,2,6,2006,9,35,1,3,2007,6/9/06,PEC
16577,2,1,1,1,2008,2,41,4,10,2008,1/2/08,PEC
16580,10,37,3,9,2010,10,49,2,6,2011,9/10/10,PEC
16582,1,22,2,6,2006,1,34,1,3,2007,6/1/06,PEC
16587,17,38,3,9,2010,17,50,2,6,2011,9/17/10,PEC
16589,9,41,4,10,2009,9,53,3,7,2010,10/9/09,PEC
16594,10,41,4,10,2009,10,53,3,7,2010,10/10/09,PEC
16599,3,1,1,1,2007,3,41,4,10,2007,1/3/07,PEC
16604,7,2,1,1,2007,7,42,4,10,2007,1/7/07,PEC
16608,9,2,1,1,2007,9,42,4,10,2007,1/9/07,PEC
16611,19,43,4,10,2009,19,55,3,7,2010,10/19/09,PEC
16732,15,29,3,7,2010,15,41,2,4,2011,7/15/10,PEC
16733,16,29,3,7,2010,16,41,2,4,2011,7/16/10,PEC
16739,12,29,3,7,2010,12,41,2,4,2011,7/12/10,PEC
16761,2,31,3,8,2007,2,43,2,5,2008,8/2/07,PEC
16765,7,32,3,8,2007,7,44,2,5,2008,8/7/07,PEC
16767,5,32,3,8,2007,5,44,2,5,2008,8/5/07,PEC
16769,4,31,3,8,2007,4,43,2,5,2008,8/4/07,PEC
16792,4,6,1,2,2005,4,46,4,11,2005,2/4/05,PEC
16796,31,31,3,7,2009,31,43,2,4,2010,7/31/09,PEC
16798,18,21,2,5,2008,18,33,1,2,2009,5/18/08,PEC
16799,19,21,2,5,2005,19,33,1,2,2006,5/19/05,PEC
16800,18,21,2,5,2005,18,33,1,2,2006,5/18/05,PEC
16807,12,20,2,5,2005,12,32,1,2,2006,5/12/05,PEC
16812,18,38,3,9,2009,18,50,2,6,2010,9/18/09,PEC
16816,19,38,3,9,2009,19,50,2,6,2010,9/19/09,PEC
16817,12,37,3,9,2009,12,49,2,6,2010,9/12/09,PEC
16833,11,11,1,3,2007,11,51,4,12,2007,3/11/07,PEC
16834,12,2,1,1,2008,12,42,4,10,2008,1/12/08,PEC
16846,19,12,1,3,2007,19,24,4,12,2007,3/19/07,PEC
16856,9,23,2,6,2007,9,35,1,3,2008,6/9/07,PEC
16871,11,24,2,6,2007,11,36,1,3,2008,6/11/07,PEC
16874,12,24,2,6,2007,12,36,1,3,2008,6/12/07,PEC
16877,14,24,2,6,2007,14,36,1,3,2008,6/14/07,PEC
16878,16,24,2,6,2007,16,36,1,3,2008,6/16/07,PEC
16879,17,25,2,6,2007,17,37,1,3,2008,6/17/07,PEC
16881,18,25,2,6,2007,18,37,1,3,2008,6/18/07,PEC
16906,10,2,1,1,2007,10,42,4,10,2007,1/10/07,PEC
16909,12,2,1,1,2007,12,42,4,10,2007,1/12/07,PEC
16918,18,3,1,1,2007,18,43,4,10,2007,1/18/07,PEC
16920,20,26,2,6,2010,20,38,1,3,2011,6/20/10,PEC
16940,27,40,3,9,2010,27,52,2,6,2011,9/27/10,PEC
17087,27,27,2,6,2010,27,39,1,3,2011,6/27/10,PEC
17102,25,13,1,3,2009,25,25,4,12,2009,3/25/09,PEC
17104,8,46,4,11,2005,8,58,3,8,2006,11/8/05,PEC
17119,1,45,4,11,2005,1,57,3,8,2006,11/1/05,PEC
17124,7,46,4,11,2005,7,58,3,8,2006,11/7/05,PEC
17128,4,45,4,11,2005,4,57,3,8,2006,11/4/05,PEC
17233,25,52,4,12,2008,25,64,3,9,2009,12/25/08,PEC
17257,12,50,4,12,2009,12,62,3,9,2010,12/12/09,PEC
17275,13,50,4,12,2007,13,62,3,9,2008,12/13/07,PEC
17286,19,21,2,5,2008,19,33,1,2,2009,5/19/08,PEC
17287,14,20,2,5,2008,14,32,1,2,2009,5/14/08,PEC
17297,12,20,2,5,2008,12,32,1,2,2009,5/12/08,PEC
17298,13,20,2,5,2008,13,32,1,2,2009,5/13/08,PEC
17301,30,27,2,6,2009,30,39,1,3,2010,6/30/09,PEC
17304,21,12,1,3,2009,21,24,4,12,2009,3/21/09,PEC
17321,7,32,3,8,2010,7,44,2,5,2011,8/7/10,PEC
17327,21,16,2,4,2006,21,28,1,1,2007,4/21/06,PEC
17338,10,20,2,5,2009,10,32,1,2,2010,5/10/09,PEC
17346,1,23,2,6,2005,1,35,1,3,2006,6/1/05,PEC
17350,2,23,2,6,2005,2,35,1,3,2006,6/2/05,PEC
17363,19,29,3,7,2008,19,41,2,4,2009,7/19/08,PEC
17365,8,33,3,8,2010,8,45,2,5,2011,8/8/10,PEC
17376,8,2,1,1,2009,8,42,4,10,2009,1/8/09,PEC
17396,22,35,3,8,2005,22,47,2,5,2006,8/22/05,PEC
17404,25,39,3,9,2008,25,51,2,6,2009,9/25/08,PEC
17410,29,36,3,8,2005,29,48,2,5,2006,8/29/05,PEC
17419,4,15,2,4,2010,4,27,1,1,2011,4/4/10,PEC
17427,1,14,2,4,2010,1,26,1,1,2011,4/1/10,PEC
17430,3,14,2,4,2010,3,26,1,1,2011,4/3/10,PEC
17455,6,23,2,6,2006,6,35,1,3,2007,6/6/06,PEC
17458,4,23,2,6,2006,4,35,1,3,2007,6/4/06,PEC
17460,3,22,2,6,2006,3,34,1,3,2007,6/3/06,PEC
17487,23,25,2,6,2007,23,37,1,3,2008,6/23/07,PEC
17500,21,12,1,3,2006,21,24,4,12,2006,3/21/06,PEC
17556,10,28,3,7,2010,10,40,2,4,2011,7/10/10,PEC
17559,13,29,3,7,2010,13,41,2,4,2011,7/13/10,PEC
17561,24,39,3,9,2008,24,51,2,6,2009,9/24/08,PEC
17575,3,10,1,3,2005,3,50,4,12,2005,3/3/05,PEC
17579,3,1,1,1,2008,3,41,4,10,2008,1/3/08,PEC
17593,11,7,1,2,2009,11,47,4,11,2009,2/11/09,PEC
17599,11,16,2,4,2010,11,28,1,1,2011,4/11/10,PEC
17606,6,41,4,10,2005,6,53,3,7,2006,10/6/05,PEC
17640,7,28,3,7,2010,7,40,2,4,2011,7/7/10,PEC
17643,1,27,3,7,2010,1,39,2,4,2011,7/1/10,PEC
17658,6,14,2,4,2007,6,26,1,1,2008,4/6/07,PEC
17765,13,38,3,9,2010,13,50,2,6,2011,9/13/10,PEC
17768,28,27,2,6,2010,28,39,1,3,2011,6/28/10,PEC
17769,11,37,3,9,2010,11,49,2,6,2011,9/11/10,PEC
17771,2,41,4,10,2005,2,53,3,7,2006,10/2/05,PEC
17772,24,4,1,1,2009,24,44,4,10,2009,1/24/09,PEC
17780,29,5,1,1,2009,29,45,4,10,2009,1/29/09,PEC
17905,28,5,1,1,2009,28,45,4,10,2009,1/28/09,PEC
18128,30,49,4,11,2009,30,61,3,8,2010,11/30/09,PEC
18497,16,33,3,8,2008,16,45,2,5,2009,8/16/08,PEC
18652,14,33,3,8,2008,14,45,2,5,2009,8/14/08,PEC
18833,12,33,3,8,2008,12,45,2,5,2009,8/12/08,PEC
20059,18,52,4,12,2005,18,64,3,9,2006,12/18/05,PEC
20404,23,17,2,4,2010,23,29,1,1,2011,4/23/10,PEC
20408,2,49,4,12,2005,2,61,3,9,2006,12/2/05,PEC
20417,25,18,2,4,2010,25,30,1,1,2011,4/25/10,PEC
20435,13,16,2,4,2010,13,28,1,1,2011,4/13/10,PEC
20455,3,1,1,1,2009,3,41,4,10,2009,1/3/09,PEC
20474,23,35,3,8,2005,23,47,2,5,2006,8/23/05,PEC
20478,21,35,3,8,2005,21,47,2,5,2006,8/21/05,PEC
20480,20,34,3,8,2005,20,46,2,5,2006,8/20/05,PEC
20482,27,35,3,8,2005,27,47,2,5,2006,8/27/05,PEC
20490,26,35,3,8,2005,26,47,2,5,2006,8/26/05,PEC
20494,24,35,3,8,2005,24,47,2,5,2006,8/24/05,PEC
20500,30,27,2,6,2008,30,39,1,3,2009,6/30/08,PEC
20508,6,50,4,12,2009,6,62,3,9,2010,12/6/09,PEC
20522,6,6,1,2,2009,6,46,4,11,2009,2/6/09,PEC
20536,15,29,3,7,2008,15,41,2,4,2009,7/15/08,PEC
20661,11,19,2,5,2006,11,31,1,2,2007,5/11/06,PEC
20669,14,20,2,5,2006,14,32,1,2,2007,5/14/06,PEC
20676,9,41,4,10,2008,9,53,3,7,2009,10/9/08,PEC
20694,10,50,4,12,2008,10,62,3,9,2009,12/10/08,PEC
20697,19,25,2,6,2006,19,37,1,3,2007,6/19/06,PEC
20706,25,43,4,10,2008,25,55,3,7,2009,10/25/08,PEC
20709,20,43,4,10,2008,20,55,3,7,2009,10/20/08,PEC
20712,23,43,4,10,2008,23,55,3,7,2009,10/23/08,PEC
20713,29,44,4,10,2008,29,56,3,7,2009,10/29/08,PEC
20728,3,10,1,3,2009,3,50,4,12,2009,3/3/09,PEC
20733,20,9,1,2,2005,20,49,4,11,2005,2/20/05,PEC
20736,22,9,1,2,2005,22,49,4,11,2005,2/22/05,PEC
20737,25,9,1,2,2005,25,49,4,11,2005,2/25/05,PEC
20743,26,9,1,2,2005,26,49,4,11,2005,2/26/05,PEC
20744,28,10,1,2,2005,28,50,4,11,2005,2/28/05,PEC
20758,15,25,2,6,2005,15,37,1,3,2006,6/15/05,PEC
20759,17,25,2,6,2005,17,37,1,3,2006,6/17/05,PEC
20760,11,24,2,6,2005,11,36,1,3,2006,6/11/05,PEC
20762,10,24,2,6,2005,10,36,1,3,2006,6/10/05,PEC
20765,13,25,2,6,2005,13,37,1,3,2006,6/13/05,PEC
20766,12,25,2,6,2005,12,37,1,3,2006,6/12/05,PEC
20867,14,3,1,1,2010,14,43,4,10,2010,1/14/10,PEC
20875,6,19,2,5,2005,6,31,1,2,2006,5/6/05,PEC
20877,29,49,4,11,2009,29,61,3,8,2010,11/29/09,PEC
21586,12,24,2,6,2006,12,36,1,3,2007,6/12/06,PEC
21621,10,11,1,3,2010,10,51,4,12,2010,3/10/10,PEC
21622,12,11,1,3,2010,12,51,4,12,2010,3/12/10,PEC
21624,13,11,1,3,2010,13,51,4,12,2010,3/13/10,PEC
21630,15,12,1,3,2010,15,24,4,12,2010,3/15/10,PEC
21632,16,12,1,3,2010,16,24,4,12,2010,3/16/10,PEC
21633,17,12,1,3,2010,17,24,4,12,2010,3/17/10,PEC
21634,18,12,1,3,2010,18,24,4,12,2010,3/18/10,PEC
21650,5,36,3,9,2008,5,48,2,6,2009,9/5/08,PEC
21653,4,36,3,9,2008,4,48,2,6,2009,9/4/08,PEC
21664,8,37,3,9,2008,8,49,2,6,2009,9/8/08,PEC
21716,24,30,3,7,2006,24,42,2,4,2007,7/24/06,PEC
21717,25,30,3,7,2006,25,42,2,4,2007,7/25/06,PEC
21720,23,30,3,7,2006,23,42,2,4,2007,7/23/06,PEC
21722,21,29,3,7,2006,21,41,2,4,2007,7/21/06,PEC
21750,15,38,3,9,2009,15,50,2,6,2010,9/15/09,PEC
21760,17,38,3,9,2009,17,50,2,6,2010,9/17/09,PEC
21761,16,38,3,9,2009,16,50,2,6,2010,9/16/09,PEC
21766,10,37,3,9,2009,10,49,2,6,2010,9/10/09,PEC
21846,18,8,1,2,2007,18,48,4,11,2007,2/18/07,PEC
21861,10,6,1,2,2007,10,46,4,11,2007,2/10/07,PEC
21914,9,46,4,11,2009,9,58,3,8,2010,11/9/09,PEC
21975,24,13,1,3,2008,24,25,4,12,2008,3/24/08,PEC
21977,27,13,1,3,2008,27,25,4,12,2008,3/27/08,PEC
21979,20,12,1,3,2008,20,24,4,12,2008,3/20/08,PEC
21980,22,12,1,3,2008,22,24,4,12,2008,3/22/08,PEC
21985,30,14,1,3,2008,30,26,4,12,2008,3/30/08,PEC
22011,7,27,3,7,2007,7,39,2,4,2008,7/7/07,PEC
22042,11,20,2,5,2009,11,32,1,2,2010,5/11/09,PEC
22046,11,15,2,4,2006,11,27,1,1,2007,4/11/06,PEC
22082,28,44,4,10,2008,28,56,3,7,2009,10/28/08,PEC
22085,5,10,1,3,2009,5,50,4,12,2009,3/5/09,PEC
22089,1,10,1,3,2009,1,50,4,12,2009,3/1/09,PEC
22124,5,14,2,4,2008,5,26,1,1,2009,4/5/08,PEC
22136,9,15,2,4,2008,9,27,1,1,2009,4/9/08,PEC
22137,8,15,2,4,2008,8,27,1,1,2009,4/8/08,PEC
22144,25,35,3,8,2005,25,47,2,5,2006,8/25/05,PEC
22150,28,36,3,8,2005,28,48,2,5,2006,8/28/05,PEC
22154,25,44,4,10,2009,25,56,3,7,2010,10/25/09,PEC
22163,11,11,1,3,2005,11,51,4,12,2005,3/11/05,PEC
22166,13,12,1,3,2005,13,24,4,12,2005,3/13/05,PEC
22209,26,52,4,12,2006,26,64,3,9,2007,12/26/06,PEC
22213,23,51,4,12,2006,23,63,3,9,2007,12/23/06,PEC
22226,25,26,2,6,2007,25,38,1,3,2008,6/25/07,PEC
22234,14,11,1,3,2008,14,51,4,12,2008,3/14/08,PEC
22262,17,42,4,10,2009,17,54,3,7,2010,10/17/09,PEC
22263,16,42,4,10,2009,16,54,3,7,2010,10/16/09,PEC
22269,11,33,3,8,2008,11,45,2,5,2009,8/11/08,PEC
22273,16,21,2,5,2010,16,33,1,2,2011,5/16/10,PEC
22299,23,35,3,8,2010,23,47,2,5,2011,8/23/10,PEC
22312,28,5,1,1,2007,28,45,4,10,2007,1/28/07,PEC
22322,20,3,1,1,2007,20,43,4,10,2007,1/20/07,PEC
22328,25,4,1,1,2007,25,44,4,10,2007,1/25/07,PEC
22330,24,4,1,1,2007,24,44,4,10,2007,1/24/07,PEC
22338,20,26,2,6,2005,20,38,1,3,2006,6/20/05,PEC
22342,25,26,2,6,2005,25,38,1,3,2006,6/25/05,PEC
22360,18,4,1,1,2010,18,44,4,10,2010,1/18/10,PEC
22371,12,33,3,8,2009,12,45,2,5,2010,8/12/09,PEC
22372,10,33,3,8,2009,10,45,2,5,2010,8/10/09,PEC
22374,18,34,3,8,2009,18,46,2,5,2010,8/18/09,PEC
22395,14,25,2,6,2005,14,37,1,3,2006,6/14/05,PEC
22429,18,29,3,7,2009,18,41,2,4,2010,7/18/09,PEC
22437,11,7,1,2,2005,11,47,4,11,2005,2/11/05,PEC
22527,22,17,2,4,2010,22,29,1,1,2011,4/22/10,PEC
22531,20,17,2,4,2010,20,29,1,1,2011,4/20/10,PEC
22532,21,17,2,4,2010,21,29,1,1,2011,4/21/10,PEC
22535,24,17,2,4,2010,24,29,1,1,2011,4/24/10,PEC
22561,7,2,1,1,2009,7,42,4,10,2009,1/7/09,PEC
22618,2,44,4,11,2007,2,56,3,8,2008,11/2/07,PEC
22623,5,45,4,11,2007,5,57,3,8,2008,11/5/07,PEC
22654,18,34,3,8,2008,18,46,2,5,2009,8/18/08,PEC
22667,27,5,1,1,2010,27,45,4,10,2010,1/27/10,PEC
22756,30,14,1,3,2005,30,26,4,12,2005,3/30/05,PEC
22762,27,4,1,1,2006,27,44,4,10,2006,1/27/06,PEC
22765,26,4,1,1,2006,26,44,4,10,2006,1/26/06,PEC
22809,22,4,1,1,2006,22,44,4,10,2006,1/22/06,PEC
22811,21,3,1,1,2006,21,43,4,10,2006,1/21/06,PEC
22825,13,20,2,5,2005,13,32,1,2,2006,5/13/05,PEC
22827,15,21,2,5,2005,15,33,1,2,2006,5/15/05,PEC
22877,23,39,3,9,2010,23,51,2,6,2011,9/23/10,PEC
22879,21,39,3,9,2010,21,51,2,6,2011,9/21/10,PEC
22898,12,3,1,1,2009,12,43,4,10,2009,1/12/09,PEC
22910,29,5,1,1,2010,29,45,4,10,2010,1/29/10,PEC
22912,13,42,4,10,2008,13,54,3,7,2009,10/13/08,PEC
22913,12,42,4,10,2008,12,54,3,7,2009,10/12/08,PEC
22942,19,25,2,6,2007,19,37,1,3,2008,6/19/07,PEC
22949,13,24,2,6,2007,13,36,1,3,2008,6/13/07,PEC
22953,24,26,2,6,2005,24,38,1,3,2006,6/24/05,PEC
23000,13,16,2,4,2005,13,28,1,1,2006,4/13/05,PEC
23004,15,16,2,4,2005,15,28,1,1,2006,4/15/05,PEC
23046,7,6,1,2,2007,7,46,4,11,2007,2/7/07,PEC
23047,27,18,2,4,2010,27,30,1,1,2011,4/27/10,PEC
23056,28,18,2,4,2010,28,30,1,1,2011,4/28/10,PEC
23078,17,8,1,2,2010,17,48,4,11,2010,2/17/10,PEC
23092,10,45,4,11,2007,10,57,3,8,2008,11/10/07,PEC
23115,8,2,1,1,2007,8,42,4,10,2007,1/8/07,PEC
23122,30,44,4,10,2008,30,56,3,7,2009,10/30/08,PEC
23189,22,17,2,4,2007,22,29,1,1,2008,4/22/07,PEC
23198,29,18,2,4,2007,29,30,1,1,2008,4/29/07,PEC
23237,30,53,4,12,2005,30,65,3,9,2006,12/30/05,PEC
23239,22,13,1,3,2010,22,25,4,12,2010,3/22/10,PEC
23240,21,13,1,3,2010,21,25,4,12,2010,3/21/10,PEC
23246,25,13,1,3,2010,25,25,4,12,2010,3/25/10,PEC
23248,22,52,4,12,2009,22,64,3,9,2010,12/22/09,PEC
23264,30,22,2,5,2006,30,34,1,2,2007,5/30/06,PEC
23433,26,13,1,3,2010,26,25,4,12,2010,3/26/10,PEC
23445,9,3,1,1,2005,9,43,4,10,2005,1/9/05,PEC
23446,8,2,1,1,2005,8,42,4,10,2005,1/8/05,PEC
23457,2,2,1,1,2005,2,42,4,10,2005,1/2/05,PEC
23458,1,1,1,1,2005,1,41,4,10,2005,1/1/05,PEC
23462,31,6,1,1,2005,31,46,4,10,2005,1/31/05,PEC
23475,6,15,2,4,2008,6,27,1,1,2009,4/6/08,PEC
23479,2,14,2,4,2008,2,26,1,1,2009,4/2/08,PEC
23506,22,51,4,12,2006,22,63,3,9,2007,12/22/06,PEC
23606,20,39,3,9,2009,20,51,2,6,2010,9/20/09,PEC
